../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1100GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1200GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1300GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1400GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1600GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1700GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M1900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2100GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2200GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2300GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2400GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2600GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2700GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M2900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M3000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M3250GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M3500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M3750GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M4000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M4250GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M4500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M4750GeV-2x0_area, ../rpf2x0_Binningv6_Inputv12_SR_Blind/Signal_M5000GeV-2x0_area
20.656208223670422, 19.8083616336419, 18.861739943646675, 17.893497281165093, 16.945363197990535, 16.038921906802923, 15.184270565795527, 14.38498050171662, 13.640968166319132, 12.950167748415142, 12.309509592702478, 11.715493036405038, 11.164516499616056, 10.653063050402258, 10.177799840149508, 9.735625966172966, 9.32368954379199, 8.93938707940122, 8.580353032519534, 8.244444272458386, 7.929722354822324, 7.634435241538597, 7.35699959948277, 6.618155936033667, 6.191984831710729, 5.6337842665799345, 5.307153921347859, 4.873782459126176, 4.617108124067843, 4.272830170831415, 4.06683041019751
23.504473219198985, 23.023162361381363, 22.29828044337859, 21.449514706239057, 20.549454748786378, 19.641667892925216, 18.751810809913184, 17.894455974631857, 17.07730628309986, 16.303814602448284, 15.574824928729212, 14.889609523845818, 14.24652493739083, 13.643427633911962, 13.077936902793176, 12.547599585938656, 12.049991130949193, 11.582775691881999, 11.143739847024369, 10.730809295108406, 10.342054772219461, 9.975691136144379, 9.630072481771942, 8.70315447653624, 8.164294280240869, 7.4539383132271615, 7.035912135867189, 6.47861668969194, 6.1471253479986245, 5.700845951495779, 5.432912699591394
25.722008044370842, 25.779420129119163, 25.429779699909144, 24.83155538167817, 24.08885250011508, 23.26956389596715, 22.41769046980032, 21.561496177427376, 20.718862489280433, 19.900803130027153, 19.113781821474777, 18.361252399052322, 17.644685490401717, 16.96425687434293, 16.3193114440614, 15.708676577569902, 15.130873439628637, 14.584259256300042, 14.067122577124103, 13.57774626244514, 13.114448381568195, 12.675607814064273, 12.25967958443839, 11.135199404927368, 10.475649345418452, 9.599854639653744, 9.081179573582817, 8.385986451323797, 7.970483910294413, 7.408790393700481, 7.070301895690183
27.160483499324076, 27.89953160134948, 28.06850477797774, 27.853414445744168, 27.385593761568895, 26.756460744564905, 26.02919592673697, 25.247263445587976, 24.440420191310963, 23.62889277315696, 22.826270258763415, 22.041512749223898, 21.28034715483049, 20.54624175150474, 19.841090424761713, 19.165695013722562, 18.52010608267614, 17.90386457186873, 17.316173533013817, 16.756020124843413, 16.222262207716366, 15.71368942527843, 15.229066232569814, 13.906721802396405, 13.123227039053694, 12.074263581848747, 11.44856630662762, 10.604876248101016, 10.097916094699011, 9.409433785953603, 8.992813960844087
27.7457356630325, 29.26066017337448, 30.064172530659146, 30.352108443605022, 30.273754955753585, 29.939701757260405, 29.430707720096873, 28.805312720097394, 28.105770076444028, 27.362474710110288, 26.597205339338675, 25.825482286289, 25.058273443492826, 24.303229838949324, 23.565583382557374, 22.84880104731141, 22.155062627367055, 21.485611145603084, 20.84101079582424, 20.221337244846378, 19.626318420166502, 19.055438630469098, 18.508015901969728, 16.998274479826318, 16.093316792842966, 14.870364738802722, 14.134966018800299, 13.136645245870378, 12.533175321432521, 11.709428355332056, 11.2086554646259
27.48020524483923, 29.80393645780811, 31.31636802053471, 32.201348180607916, 32.61274549358526, 32.67258643489823, 32.47503200761053, 32.09169096218246, 31.576590156952875, 30.970303981505253, 30.303210159885555, 29.59799477803048, 28.871549195997385, 28.136398116723598, 27.40177321477992, 26.674420153149338, 25.959205378458154, 25.2595737428565, 24.5778946773559, 23.915724668127837, 23.274006917797973, 22.65322339095989, 22.053511216417817, 20.378727909963022, 19.361302306886937, 17.97158671296097, 17.128215488315092, 15.974586197031009, 15.27255227877401, 14.308785631962529, 13.719887502804992
26.435431237885822, 29.53542040244548, 31.780695473582252, 33.32051686354283, 34.29754945590822, 34.83489634519157, 35.03362832761259, 34.974543294389356, 34.72127074207484, 34.32348489667419, 33.81976372540579, 33.239973042534935, 32.607181412525186, 31.939170464228727, 31.249615090522394, 30.549000572591012, 29.84533284539647, 29.14468876617219, 28.451642936800624, 27.76959914842777, 27.10104839215788, 26.447769891557574, 25.810988517858405, 24.005965939539237, 22.89208654643534, 21.35171564178695, 20.40708020772329, 19.103755880069574, 18.304631651392572, 17.200555024598753, 16.522068559579804
24.73699805084129, 28.519648801085285, 31.468551285836767, 33.67854789375835, 35.26508613665561, 36.34058878450683, 37.00486000022063, 37.34241620104371, 37.422956994890335, 37.30306909328285, 37.02825695904641, 36.63490166629192, 36.151983305645125, 35.60252976748187, 35.00480625121602, 34.373277318299365, 33.719377409009894, 33.05212549080861, 32.37861440197611, 31.704399979005288, 31.03381071969589, 30.37019415871414, 29.71611365817212, 27.82804202599263, 26.64093531381874, 24.97538273357401, 23.94156287186497, 22.501080251021097, 21.610295415255255, 20.37071219085357, 19.604085917968266
22.5451383844332, 26.867535079491606, 30.441257859049113, 33.292781991584384, 35.49638139899898, 37.142144302319565, 38.31966260322595, 39.11063230723969, 39.58620278302128, 39.8067005470583, 39.8224415814121, 39.674963689274385, 39.39833232173449, 39.02036478885734, 38.56371210841014, 38.04678290172197, 37.48451561666872, 36.88901660068297, 36.270083542521, 35.63563275126229, 34.99204722862569, 34.34445956856757, 33.69698241270321, 31.78473630145399, 30.554696885663517, 28.798886455465468, 27.6935188333584, 26.135727321755976, 25.162969838258494, 23.79825864411362, 22.9481790116691
20.03431754304951, 24.720914530958712, 28.799924624528757, 32.22347243041422, 35.014740529497, 37.23145298817979, 38.94433329738629, 40.22534158859472, 41.14179792784575, 41.75386176440909, 42.1138393447843, 42.26643401300683, 42.249426264349346, 42.09450966914375, 41.82814028283776, 41.4723288730011, 41.0453455632988, 40.56233040679334, 40.03581374120824, 39.47615463049646, 38.89190787478881, 38.29012949186339, 37.67663093902799, 35.80943707923488, 34.57333992207948, 32.77131200710365, 31.617551061505836, 29.969731167912986, 28.92910485794666, 27.45552704170356, 26.530151950667015
17.37467414943891, 22.236121038715826, 26.672747404343085, 30.56503120206084, 33.88052805858295, 36.637491182014934, 38.880450346665654, 40.66510107320742, 42.04952520357304, 43.08942484238642, 43.83579186155938, 44.33400559633875, 44.62372168285827, 44.73917574991888, 44.70968194203491, 44.560199142215566, 44.31189443428368, 43.98266951518843, 43.58763475302559, 43.13952606692254, 42.64906623213145, 42.12527447786177, 41.575730705854575, 39.8312581862318, 38.631739864139995, 36.83589977803176, 35.66214709495102, 33.95884180295715, 32.8688667112172, 31.308679989690187, 30.31976654287494
14.717362260091349, 19.56870299672686, 24.20151343465881, 28.435333749920968, 32.18344904982479, 35.42133507952667, 38.16220364222269, 40.44007120606657, 42.29880150411241, 43.78537307290434, 44.945961199326895, 45.823827008560265, 46.45831828841148, 46.88453620154033, 47.133385332619376, 47.23182932182552, 47.203242780338286, 47.067796463516885, 46.84283949195159, 46.54325875347587, 46.18180640623945, 45.76939175102931, 45.31533854410023, 43.77729614006364, 42.66163577391182, 40.93160604609602, 39.7710123385152, 38.053568244484104, 36.937017844293216, 35.31838421042353, 34.28130169189895
12.18485633826508, 16.860851209799318, 21.528887889983807, 25.964425863144257, 30.03337100513024, 33.66925516973583, 36.85162754100209, 39.589118608091276, 41.907339450689484, 43.840716822318974, 45.4272252850377, 46.70514114457231, 47.711144177846556, 48.479297422070125, 49.04058497163884, 49.42279239755578, 49.6505877837709, 49.745713988574785, 49.727235451605736, 49.61180412701567, 49.41392387809433, 49.14620100170222, 48.819575732001994, 47.574928826242484, 46.593675260451896, 44.994793490466385, 43.88454808001418, 42.2003761963283, 41.08395246830779, 39.44063674156522, 38.37426023355734
0.5840981164331983, 1.3224147908239696, 2.5036178909902325, 4.167560590909903, 6.305766777215809, 8.872679280873953, 11.799597457249332, 15.007108753346921, 18.414423642599132, 21.945518341608363, 25.532636201013474, 29.117860722142126, 32.653399609888986, 36.10108280137347, 39.43143556909825, 42.62256744273041, 45.65902711728115, 48.530712276369236, 51.23188094553739, 53.760283556087394, 56.11641904899475, 58.30290824765809, 60.32397455273801, 65.45251587326364, 68.16062980248992, 71.30089808904683, 72.86202981237473, 74.53463434540122, 75.27077996528536, 75.90675001329188, 76.06867731564144
0.004230459336520684, 0.018570526818542654, 0.05971293516113929, 0.15332041601176538, 0.33289252922082, 0.635826366605254, 1.098775302573592, 1.7535935875410298, 2.6245599244464737, 3.727019426946192, 5.067239446509217, 6.643135174348273, 8.445514239529532, 10.459550823544403, 12.66628140227388, 15.043990174268318, 17.56941243295196, 20.218727897640008, 22.968344259490404, 25.795487523993746, 28.67862413978237, 31.59774228030643, 34.5345198318933, 43.29413342927584, 48.96517278964009, 57.03603526333697, 62.05797924198248, 68.98680382756707, 73.186966024002, 78.85753666992672, 82.22842334965976
5.377377852672686e-06, 5.4236799347107826e-05, 0.0003392873670308907, 0.0015016817222871731, 0.005132718959661018, 0.014392284230367855, 0.034564217765964494, 0.07336966831063081, 0.14093866175897893, 0.2494422706499998, 0.41246631185816657, 0.6442442155231115, 0.958865914021909, 1.369555697707938, 1.8880793205040625, 2.524309169999634, 3.2859511965788664, 4.178420241670088, 5.204840685980998, 6.366145353238328, 7.661245698464487, 9.087248725550712, 10.639700017107275, 15.993047516543902, 20.064716097290486, 26.75285952774848, 31.49529514587269, 38.86735438484518, 43.8671238241646, 51.36618426661038, 56.30322495436485
1.2898706229717093e-09, 3.5423252567774847e-08, 4.938295847494091e-07, 4.210434193191221e-06, 2.4853036331026428e-05, 0.00011064699005557394, 0.0003949407622029628, 0.001181873751157292, 0.0030661282513744386, 0.007074280269132993, 0.014806692616224014, 0.028556370788997004, 0.05138483683869797, 0.08714278868791268, 0.14043233920581885, 0.21651567815638015, 0.3211807427200416, 0.4605775482379171, 0.6410394945070885, 0.868902829032478, 1.1503352148777402, 1.4911816017463704, 1.8968328493001676, 3.5476772506215295, 5.042919170095085, 7.911682860324668, 10.241336898742942, 14.332640940983424, 17.428254581416816, 22.557653549735047, 26.25735751567829
6.081293407477201e-14, 5.388762025224029e-12, 1.9176895016413295e-10, 3.51988584594147e-09, 3.936240056275729e-08, 3.009191188801672e-07, 1.707285634728311e-06, 7.634386747313987e-06, 2.8146125853302722e-05, 8.854823301544953e-05, 0.00024415283354185753, 0.0006025764476615738, 0.0013537516890723576, 0.002806402168962835, 0.0054283947726077005, 0.009887467354086608, 0.017088502736286815, 0.028203783685875006, 0.044693393873342396, 0.0683139392730964, 0.101114861526954, 0.14542263943122788, 0.20381402421090763, 0.4922086968978306, 0.8096845651628005, 1.5364800183883285, 2.222348403673396, 3.6030588169208193, 4.780348423573516, 6.956241665735317, 8.686739659120152
5.7788466595293545e-19, 1.9580192213913165e-16, 2.03747567211191e-14, 8.997133378858393e-13, 2.0911010780743624e-11, 2.968803348913196e-10, 2.8633245783947416e-09, 2.0279018567828086e-08, 1.1179856668240141e-07, 5.016307250475089e-07, 1.8963599413706974e-06, 6.2072482210316375e-06, 1.7980059820519148e-05, 4.690900507215079e-05, 0.00011182895794256924, 0.000246519254136226, 0.0005075114120993175, 0.0009838912802489744, 0.0018088570363918074, 0.0031725762179036225, 0.005335710765150881, 0.008642871039830085, 0.013535227132966258, 0.04379937627237546, 0.08516393843865216, 0.20093958754962682, 0.330014724814059, 0.6332009084634941, 0.928276355140189, 1.5446876693815348, 2.090604080249564
1.1253887334153698e-24, 1.727798269349352e-21, 6.021993494073815e-19, 7.149478619956821e-17, 3.788615635814675e-15, 1.080327160112623e-13, 1.8942874577654073e-12, 2.2522165819942452e-11, 1.953727020447052e-10, 1.3077227689174845e-09, 7.054330525023298e-09, 3.173837033090547e-08, 1.2240864053110328e-07, 4.137815544589027e-07, 1.248350162929694e-06, 3.4119874536425776e-06, 8.554519613821729e-06, 1.9881204875704274e-05, 4.321039543462403e-05, 8.849121196497337e-05, 0.0001718608699610934, 0.0003182946165077107, 0.0005648644461841193, 0.0025416793308075977, 0.0059665373386157084, 0.017993073923851476, 0.03409894126032588, 0.07909653854602293, 0.12975611327768036, 0.2511381561721251, 0.3721488698518029
4.543639410015404e-31, 3.745768802050171e-27, 5.0089367121827355e-24, 1.7867463979366188e-21, 2.36821884751556e-19, 1.4668815988309175e-17, 5.000987624114808e-16, 1.058004456183664e-14, 1.5195858772482102e-13, 1.587077912167449e-12, 1.2714244022108053e-11, 8.148775672109419e-11, 4.321410425429562e-10, 1.9485802584467763e-09, 7.639088326382411e-09, 2.6520302808055067e-08, 8.278985619538088e-08, 2.3540615610747098e-07, 6.163380773523888e-07, 1.4996752995413064e-06, 3.41816358088606e-06, 7.348005551129713e-06, 1.4986278950449264e-05, 9.730416897460273e-05, 0.00028166923064291445, 0.0011160153299670063, 0.002480039203257812, 0.007104652946220399, 0.01320793251110016, 0.030242270638443175, 0.04956957638716658
3.8351428911556353e-38, 2.011857576579552e-33, 1.1823462859132058e-29, 1.4161402107665905e-26, 5.15033340259943e-24, 7.494405456807226e-22, 5.3129621527789394e-20, 2.1199002149859485e-18, 5.3046505682998337e-17, 9.042078270875876e-16, 1.1195962423128902e-14, 1.0593970842153998e-13, 7.977519911520748e-13, 4.940082229037034e-12, 2.584080547132347e-11, 1.1673482705107005e-10, 4.639025475734698e-10, 1.6470580126689765e-09, 5.293378606194872e-09, 1.5571834823811687e-08, 4.233272522556921e-08, 1.0722968195732406e-07, 2.548887697983411e-07, 2.4782004664633012e-06, 9.035315197476256e-06, 4.834998347547768e-05, 0.00012803323143610875, 0.0004627369010013673, 0.000987267320915254, 0.0027200832541547735, 0.004982000160028914
6.810090580603944e-46, 2.6938850768438406e-40, 7.969938101627728e-36, 3.581967223926718e-32, 3.921374233669244e-29, 1.4497692237359434e-26, 2.2856299328053517e-24, 1.823102635186305e-22, 8.363261547802415e-21, 2.4335648622473777e-19, 4.847141171349722e-18, 7.01780101991005e-17, 7.749191829903039e-16, 6.7847829277654916e-15, 4.862360543334871e-14, 2.92813106858132e-13, 1.5144735873310471e-12, 6.852248907450189e-12, 2.7545287178682332e-11, 9.968848148306213e-11, 3.2850678829104434e-10, 9.95366698440239e-10, 2.796611208306063e-09, 4.225254786789647e-08, 1.9817608662435662e-07, 1.4723160900332793e-06, 4.721180032961589e-06, 2.1991176261016724e-05, 5.45311647871625e-05, 0.00018387948920529156, 0.0003801889383871031
2.556240897235681e-54, 9.035877861216828e-48, 1.5415591499131506e-42, 2.905312441890508e-38, 1.0503028360921923e-34, 1.0669989492385044e-31, 4.000803419581005e-29, 6.761739699762727e-27, 5.983644607158891e-25, 3.108895227609362e-23, 1.036685673328605e-21, 2.3801429242480756e-20, 3.9799251348935553e-19, 5.072329735429329e-18, 5.113858503947918e-17, 4.2056441499424513e-16, 2.894448355563067e-15, 1.7032341504345424e-14, 8.726616219896337e-14, 3.9536357228188444e-13, 1.6050221895431927e-12, 5.905512295262096e-12, 1.988940658640049e-11, 4.845791086914535e-10, 2.9863937197751414e-09, 3.166417511489462e-08, 1.2494703192357108e-07, 7.662485719298168e-07, 2.2363960226801023e-06, 9.3875335828127e-06, 2.213534315298173e-05
2.0359237371603962e-63, 7.62086666835466e-56, 8.588032558443494e-50, 7.584958532906744e-45, 9.933386320793247e-41, 2.998926122321515e-37, 2.8601831673121243e-34, 1.0856519940078559e-31, 1.9501155373017257e-29, 1.892304250762166e-27, 1.099458743114782e-25, 4.148565499483045e-24, 1.0848172612576064e-22, 2.0719628081741966e-21, 3.017476580920608e-20, 3.4718399011820626e-19, 3.2506654509128292e-18, 2.5390180420180533e-17, 1.6895143590777802e-16, 9.750525323250597e-16, 4.955865562554753e-15, 2.2478723371139747e-14, 9.203501923733477e-14, 3.752364311467365e-12, 3.1035872763146615e-11, 4.827595785347763e-10, 2.382221070738927e-09, 1.9648572203026474e-08, 6.835649399989874e-08, 3.633038904916377e-07, 9.869548604863026e-07
3.450928604988035e-73, 1.621007355976095e-64, 1.382163081955071e-57, 6.393027492719575e-52, 3.3272888972459787e-47, 3.228553989103291e-43, 8.376250604201153e-40, 7.568529711112042e-37, 2.903776409358395e-34, 5.504291169831123e-32, 5.7994261840445574e-30, 3.727259477151575e-28, 1.5740020592031687e-26, 4.63834684447214e-25, 1.0019281774795978e-23, 1.6522503096102305e-22, 2.1517159661524666e-21, 2.2767285264932038e-20, 2.0049297558314814e-19, 1.4998329604949047e-18, 9.699818341406991e-18, 5.505910220250013e-17, 2.7792637485633795e-16, 1.9677850439066872e-14, 2.2310318381693296e-13, 5.233509807659131e-12, 3.281880291922471e-11, 3.7190861393366983e-10, 1.5618589133779173e-09, 1.0690370176373835e-08, 3.380153247382383e-08
1.2479084665666945e-83, 8.717054189891227e-74, 6.441908114950689e-66, 1.7438552403685366e-59, 3.956868230183518e-54, 1.3345914523816913e-49, 1.0073308729152056e-45, 2.2965641746575912e-42, 1.980303516591128e-39, 7.669991173161072e-37, 1.5251860782830776e-34, 1.7303562900875714e-32, 1.218648615114077e-30, 5.704383849547719e-29, 1.8766540509510787e-27, 4.544001265911566e-26, 8.415138537127324e-25, 1.2310287794994875e-23, 1.4618915717811119e-22, 1.442443300306555e-21, 1.2063428502548282e-20, 8.699363678108756e-20, 5.490466577595599e-19, 7.005515882557431e-17, 1.1120643998037136e-15, 4.044008552377375e-14, 3.2749556599190447e-13, 5.208862050744529e-12, 2.674189813481978e-11, 2.3976017435770326e-10, 8.913761633508571e-10
